row_id,text,label
sst5_base_0301,"thanks largely to williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",terrible
sst5_base_0302,could as easily have been called ` under siege 3 : in alcatraz ' ... a cinematic corpse that never springs to life .,bad
sst5_base_0303,"it 's a wonderful , sobering , heart-felt drama .",great
sst5_base_0304,"unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",bad
sst5_base_0305,a lot of its gags and observations reflect a woman 's point-of-view .,okay
sst5_base_0306,"weighted down with slow , uninvolving storytelling and flat acting .",terrible
sst5_base_0307,"it 's leaden and predictable , and laughs are lacking .",bad
sst5_base_0308,"it 's a smartly directed , grown-up film of ideas .",great
sst5_base_0309,insufferably naive .,bad
sst5_base_0310,"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects .",great
sst5_base_0311,-- was a fad that had long since vanished .,okay
sst5_base_0312,"britney spears ' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction .",bad
sst5_base_0313,"seemingly a vehicle to showcase the canadian 's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr. drew barrymore .",terrible
sst5_base_0314,`` the adventures of pluto nash '' is a big time stinker .,terrible
sst5_base_0315,the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .,great
sst5_base_0316,"weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",bad
sst5_base_0317,there 's a great deal of corny dialogue and preposterous moments .,bad
sst5_base_0318,` rare birds ' tries to force its quirkiness upon the audience .,okay
sst5_base_0319,"like a veteran head cutter , barbershop is tuned in to its community .",good
sst5_base_0320,it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . ',terrible
sst5_base_0321,it 's not an easy one to review .,bad
sst5_base_0322,"this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",great
sst5_base_0323,this is a film that manages to find greatness in the hue of its drastic iconography .,good
sst5_base_0324,"if you saw it on tv , you 'd probably turn it off , convinced that you had already seen that movie .",bad
sst5_base_0325,i also believe that resident evil is not it .,bad
sst5_base_0326,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,good
sst5_base_0327,"that rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .",great
sst5_base_0328,"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged .",good
sst5_base_0329,leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,great
sst5_base_0330,"entirely appropriately , the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .",good
sst5_base_0331,it 's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,terrible
sst5_base_0332,pretty good little movie .,good
sst5_base_0333,"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",terrible
sst5_base_0334,you just know something terrible is going to happen .,okay
sst5_base_0335,"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .",bad
sst5_base_0336,the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment .,terrible
sst5_base_0337,"throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material .",bad
sst5_base_0338,... rogers 's mouth never stops shut about the war between the sexes and how to win the battle .,good
sst5_base_0339,-lrb- an -rrb- absorbing documentary .,good
sst5_base_0340,"a clash between the artificial structure of the story and the more contemporary , naturalistic tone of the film ...",bad
sst5_base_0341,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",terrible
sst5_base_0342,"coy but exhilarating , with really solid performances by ving rhames and wesley snipes .",good
sst5_base_0343,"sparkles in its deft portrait of tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",okay
sst5_base_0344,"not kids , who do n't need the lesson in repugnance .",okay
sst5_base_0345,does n't really add up to much .,bad
sst5_base_0346,"a mature , deeply felt fantasy of a director 's travel through 300 years of russian history .",good
sst5_base_0347,"an earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",good
sst5_base_0348,entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .,okay
sst5_base_0349,"the first hour is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie .",bad
sst5_base_0350,"but then again , i hate myself most mornings .",bad
sst5_base_0351,even kids deserve better .,bad
sst5_base_0352,a well made indieflick in need of some trims and a more chemistry between its stars .,good
sst5_base_0353,it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline .,good
sst5_base_0354,"it 's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .",terrible
sst5_base_0355,"this is mostly well-constructed fluff , which is all it seems intended to be .",okay
sst5_base_0356,the young stars are too cute ; the story and ensuing complications are too manipulative ; the message is too blatant ; the resolutions are too convenient .,bad
sst5_base_0357,"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .",bad
sst5_base_0358,"-lrb- shyamalan -rrb- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .",good
sst5_base_0359,"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",bad
sst5_base_0360,the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .,great
sst5_base_0361,a film about female friendship that men can embrace and women will talk about for hours .,great
sst5_base_0362,"qutting may be a flawed film , but it is nothing if not sincere .",okay
sst5_base_0363,i am more offended by his lack of faith in his audience than by anything on display here .,bad
sst5_base_0364,it deserves to be seen everywhere .,good
sst5_base_0365,the beauty of the piece is that it counts heart as important as humor .,good
sst5_base_0366,"whether this is art imitating life or life imitating art , it 's an unhappy situation all around .",bad
sst5_base_0367,"build some robots , haul 'em to the theatre with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .",terrible
sst5_base_0368,"seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",good
sst5_base_0369,as it stands it 's an opera movie for the buffs .,okay
sst5_base_0370,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .,good
sst5_base_0371,"the chateau has one very funny joke and a few other decent ones , but all it amounts to is a mildly funny , sometimes tedious , ultimately insignificant film .",bad
sst5_base_0372,"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",okay
sst5_base_0373,ozpetek joins the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled .,okay
sst5_base_0374,"violent , vulgar and forgettably entertaining .",bad
sst5_base_0375,interesting both as a historical study and as a tragic love story .,good
sst5_base_0376,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .,terrible
sst5_base_0377,his scenes are short and often unexpected .,okay
sst5_base_0378,a genuine mind-bender .,good
sst5_base_0379,as saccharine as it is disposable .,bad
sst5_base_0380,"the people in abc africa are treated as docile , mostly wordless ethnographic extras .",okay
sst5_base_0381,"lovely and amazing is holofcener 's deep , uncompromising curtsy to women she knows , and very likely is .",good
sst5_base_0382,"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .",terrible
sst5_base_0383,"the film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .",good
sst5_base_0384,"further sad evidence that tom tykwer , director of the resonant and sense-spinning run lola run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",terrible
sst5_base_0385,it 's horribly depressing and not very well done .,terrible
sst5_base_0386,mama africa pretty much delivers on that promise .,good
sst5_base_0387,degenerates into hogwash .,terrible
sst5_base_0388,"what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",bad
sst5_base_0389,"clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",great
sst5_base_0390,heavy with flabby rolls of typical toback machinations .,bad
sst5_base_0391,a work that lacks both a purpose and a strong pulse .,terrible
sst5_base_0392,may offend viewers not amused by the sick sense of humor .,bad
sst5_base_0393,"a knowing look at female friendship , spiked with raw urban humor .",good
sst5_base_0394,this is the first full scale wwii flick from hong kong 's john woo .,okay
sst5_base_0395,"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years .",good
sst5_base_0396,there 's no clear picture of who killed bob crane .,okay
sst5_base_0397,"an easy watch , except for the annoying demeanour of its lead character .",okay
sst5_base_0398,a generic family comedy unlikely to be appreciated by anyone outside the under-10 set .,terrible
sst5_base_0399,"it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",terrible
sst5_base_0400,"if you already like this sort of thing , this is that sort of thing all over again .",okay
sst5_base_0401,it 's always fascinating to watch marker the essayist at work .,good
sst5_base_0402,"with freeman and judd , i 'll at least remember their characters .",okay
sst5_base_0403,"ver wiel 's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless .",bad
sst5_base_0404,"the film has too many spots where it 's on slippery footing , but is acceptable entertainment for the entire family and one that 's especially fit for the kiddies .",okay
sst5_base_0405,it 's like a drive-by .,bad
sst5_base_0406,"below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished .",good
sst5_base_0407,meanders between its powerful moments .,okay
sst5_base_0408,arteta directs one of the best ensemble casts of the year,great
sst5_base_0409,delirious fun .,great
sst5_base_0410,i will be .,good
sst5_base_0411,"a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` in space , no one can hear you snore . '",terrible
sst5_base_0412,the party scenes deliver some tawdry kicks .,okay
sst5_base_0413,"like the english patient and the unbearable lightness of being , the hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .",good
sst5_base_0414,the film has the uncanny ability to right itself precisely when you think it 's in danger of going wrong .,good
sst5_base_0415,"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",good
sst5_base_0416,"call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",bad
sst5_base_0417,what goes on for the 110 minutes of `` panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,bad
sst5_base_0418,"the whole mildly pleasant outing -- the r rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of tim allen .",okay
sst5_base_0419,poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions .,terrible
sst5_base_0420,spend your benjamins on a matinee .,okay
sst5_base_0421,intelligent and moving .,great
sst5_base_0422,"after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .",good
sst5_base_0423,"the re - enactments , however fascinating they may be as history , are too crude to serve the work especially well .",bad
sst5_base_0424,wait for it to hit cable .,okay
sst5_base_0425,nothing more than a run-of-the-mill action flick .,okay
sst5_base_0426,"brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",great
sst5_base_0427,steven soderbergh does n't remake andrei tarkovsky 's solaris so much as distill it .,bad
sst5_base_0428,"it is philosophy , illustrated through everyday events .",good
sst5_base_0429,an awful snooze .,terrible
sst5_base_0430,"outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",bad
sst5_base_0431,"it 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .",good
sst5_base_0432,"it 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but olympia , wash. , based filmmakers anne de marcken and marilyn freeman did just that and it 's what makes their project so interesting .",good
sst5_base_0433,demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack .,bad
sst5_base_0434,"dong shows how intolerance has the power to deform families , then tear them apart .",okay
sst5_base_0435,russian ark is a new treasure of the hermitage .,good
sst5_base_0436,"what 's most memorable about circuit is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb .",good
sst5_base_0437,"the satire is unfocused , while the story goes nowhere .",terrible
sst5_base_0438,"a movie just for friday fans , critics be damned .",good
sst5_base_0439,so bland and utterly forgettable that it might as well have been titled generic jennifer lopez romantic comedy .,terrible
sst5_base_0440,there are many definitions of ` time waster ' but this movie must surely be one of them .,terrible
sst5_base_0441,"the rock is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal .",good
sst5_base_0442,your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,okay
sst5_base_0443,"it 's not particularly subtle ... however , it still manages to build to a terrifying , if obvious , conclusion .",okay
sst5_base_0444,an annoying orgy of excess and exploitation that has no point and goes nowhere .,terrible
sst5_base_0445,the movie does n't generate a lot of energy .,bad
sst5_base_0446,"but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",terrible
sst5_base_0447,a compelling film .,great
sst5_base_0448,"sets animation back 30 years , musicals back 40 years and judaism back at least 50 .",terrible
sst5_base_0449,"as social exposé , skins has its heart in the right place , but that 's not much to hang a soap opera on .",okay
sst5_base_0450,for dance completists only .,terrible
sst5_base_0451,may puzzle his most ardent fans .,bad
sst5_base_0452,wait to see it then .,bad
sst5_base_0453,but they lack their idol 's energy and passion for detail .,bad
sst5_base_0454,"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film .",bad
sst5_base_0455,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",terrible
sst5_base_0456,"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",great
sst5_base_0457,"what enlivens this film , beyond the astute direction of cardoso and beautifully detailed performances by all of the actors , is a note of defiance over social dictates .",good
sst5_base_0458,"oddly , the film is n't nearly as downbeat as it sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .",good
sst5_base_0459,it is also beautifully acted .,great
sst5_base_0460,i 'm going to give it a marginal thumbs up .,good
sst5_base_0461,the locations go from stark desert to gorgeous beaches .,good
sst5_base_0462,"claire is a terrific role for someone like judd , who really ought to be playing villains .",good
sst5_base_0463,"writer\/director burr steers emphasizes the q in quirky , with mixed results .",good
sst5_base_0464,"it 's so laddish and juvenile , only teenage boys could possibly find it funny .",okay
sst5_base_0465,why did they deem it necessary to document all this emotional misery ?,bad
sst5_base_0466,"as the princess , sorvino glides gracefully from male persona to female without missing a beat .",good
sst5_base_0467,"vibrantly colored and beautifully designed , metropolis is a feast for the eyes .",great
sst5_base_0468,the result is so tame that even slightly wised-up kids would quickly change the channel .,bad
sst5_base_0469,"despite its floating narrative , this is a remarkably accessible and haunting film .",great
sst5_base_0470,"there are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",okay
sst5_base_0471,"hey everybody , wanna watch a movie in which a guy dressed as a children 's party clown gets violently gang-raped ?",terrible
sst5_base_0472,a somewhat disappointing and meandering saga .,okay
sst5_base_0473,"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition .",okay
sst5_base_0474,"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",okay
sst5_base_0475,"perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",great
sst5_base_0476,the production values are of the highest and the performances attractive without being memorable .,good
sst5_base_0477,"we 're left with a story that tries to grab us , only to keep letting go at all the wrong moments .",bad
sst5_base_0478,"every now and again , a movie comes along to remind us of how very bad a motion picture can truly be .",terrible
sst5_base_0479,this may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .,bad
sst5_base_0480,a wildly entertaining scan of evans ' career .,great
sst5_base_0481,translation : ` we do n't need to try very hard . ',bad
sst5_base_0482,"davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender-war ideas original , or the comic scenes fly .",okay
sst5_base_0483,"supposedly , pokemon ca n't be killed , but pokemon 4ever practically assures that the pocket monster movie franchise is nearly ready to keel over .",bad
sst5_base_0484,a screenplay more ingeniously constructed than `` memento '',great
sst5_base_0485,"a typically observant , carefully nuanced and intimate french coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",okay
sst5_base_0486,-lrb- a -rrb- crushing disappointment .,terrible
sst5_base_0487,the film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,okay
sst5_base_0488,supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,bad
sst5_base_0489,"mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service .",terrible
sst5_base_0490,"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",okay
sst5_base_0491,both lead performances are oscar-size .,great
sst5_base_0492,"... feels as if -lrb- there 's -rrb- a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",terrible
sst5_base_0493,"parents , on the other hand , will be ahead of the plot at all times , and there is n't enough clever innuendo to fil",okay
sst5_base_0494,"- west coast rap wars , this modern mob music drama never fails to fascinate .",good
sst5_base_0495,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture,good
sst5_base_0496,"saved from being merely way-cool by a basic , credible compassion .",okay
sst5_base_0497,this version does justice both to stevenson and to the sci-fi genre .,good
sst5_base_0498,anyone else seen this before ?,okay
sst5_base_0499,it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action .,terrible
sst5_base_0500,"... wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams .",good
sst5_base_0501,-lrb- a -rrb- devastatingly powerful and astonishingly vivid holocaust drama .,great
sst5_base_0502,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",great
sst5_base_0503,"the origin story is well told , and the characters will not disappoint anyone who values the original comic books .",okay
sst5_base_0504,"it may scream low budget , but this charmer has a spirit that can not be denied .",good
sst5_base_0505,so-so entertainment .,okay
sst5_base_0506,it 's depressing to see how far herzog has fallen .,bad
sst5_base_0507,-lrb- gayton 's script -rrb- telegraphs every discovery and layers on the gloss of convenience .,good
sst5_base_0508,"kapur fails to give his audience a single character worth rooting for -lrb- or worth rooting against , for that matter -rrb- .",bad
sst5_base_0509,what 's left is a rich stew of longing .,okay
sst5_base_0510,"this ready-made midnight movie probably wo n't stand the cold light of day , but under the right conditions , it 's goofy -lrb- if not entirely wholesome -rrb- fun .",good
sst5_base_0511,"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .",terrible
sst5_base_0512,"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",good
sst5_base_0513,"a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",terrible
sst5_base_0514,... stumbles over every cheap trick in the book trying to make the outrage come even easier .,bad
sst5_base_0515,leaves viewers out in the cold and undermines some phenomenal performances .,bad
sst5_base_0516,an uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k. dick stories .,bad
sst5_base_0517,here 's yet another cool crime movie that actually manages to bring something new into the mix .,good
sst5_base_0518,"-lrb- screenwriter -rrb- pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation .",okay
sst5_base_0519,a metaphor for a modern-day urban china searching for its identity .,good
sst5_base_0520,the movie is a little tired ; maybe the original inspiration has run its course .,okay
sst5_base_0521,"the production design , score and choreography are simply intoxicating .",great
sst5_base_0522,"in an era where big stars and high production values are standard procedure , narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",good
sst5_base_0523,a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .,great
sst5_base_0524,"my big fat greek wedding is that rare animal known as ' a perfect family film , ' because it 's about family .",good
sst5_base_0525,"in his latest effort , storytelling , solondz has finally made a movie that is n't just offensive -- it also happens to be good .",good
sst5_base_0526,"if you can get past the taboo subject matter , it will be well worth your time .",great
sst5_base_0527,the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .,terrible
sst5_base_0528,"although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love .",okay
sst5_base_0529,it can be safely recommended as a video\/dvd babysitter .,good
sst5_base_0530,beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,good
sst5_base_0531,"a well-done film of a self-reflexive , philosophical nature .",great
sst5_base_0532,sweet home alabama certainly wo n't be remembered as one of -lrb- witherspoon 's -rrb- better films .,bad
sst5_base_0533,perhaps the most annoying thing about who is cletis tout ?,okay
sst5_base_0534,shyamalan should stop trying to please his mom .,bad
sst5_base_0535,"the story gives ample opportunity for large-scale action and suspense , which director shekhar kapur supplies with tremendous skill .",great
sst5_base_0536,"the self-serious equilibrium makes its point too well ; a movie , like life , is n't much fun without the highs and lows .",bad
sst5_base_0537,"anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",bad
sst5_base_0538,a wretched movie that reduces the second world war to one man 's quest to find an old flame .,bad
sst5_base_0539,"ryan gosling is , in a word , brilliant as the conflicted daniel .",great
sst5_base_0540,"and for many of us , that 's good enough .",good
sst5_base_0541,"the result is a powerful , naturally dramatic piece of low-budget filmmaking .",great
sst5_base_0542,... works on some levels and is certainly worth seeing at least once .,good
sst5_base_0543,"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",good
sst5_base_0544,a half-assed film .,terrible
sst5_base_0545,a complex psychological drama about a father who returns to his son 's home after decades away .,good
sst5_base_0546,exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza .,great
sst5_base_0547,"unambitious writing emerges in the movie , using a plot that could have come from an animated-movie screenwriting textbook .",bad
sst5_base_0548,it 's as raw and action-packed an experience as a ringside seat at a tough-man contest .,great
sst5_base_0549,the same should go for movie theaters .,okay
sst5_base_0550,"true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` the country bears ' should never have been brought out of hibernation .",terrible
sst5_base_0551,"whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us .",good
sst5_base_0552,this romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .,bad
sst5_base_0553,"a breezy blend of art , history , esoteric musings and philosophy .",good
sst5_base_0554,"tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .",good
sst5_base_0555,"its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .",bad
sst5_base_0556,there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,good
sst5_base_0557,"` dragonfly ' dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue .",bad
sst5_base_0558,it 's a glorious spectacle like those d.w. griffith made in the early days of silent film .,great
sst5_base_0559,... silly humbuggery ...,bad
sst5_base_0560,"a loud , brash and mainly unfunny high school comedy .",terrible
sst5_base_0561,your stomach for heaven depends largely on your appetite for canned corn .,okay
sst5_base_0562,"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .",great
sst5_base_0563,just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills .,bad
sst5_base_0564,"but when it does , you 're entirely unprepared .",okay
sst5_base_0565,we just do n't really care too much about this love story .,bad
sst5_base_0566,"it 's a very sincere work , but it would be better as a diary or documentary .",good
sst5_base_0567,"your nightmares , on the other hand , will be anything but .",okay
sst5_base_0568,the end result is like cold porridge with only the odd enjoyably chewy lump .,bad
sst5_base_0569,"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good . '",good
sst5_base_0570,"well , jason 's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -lrb- hey , do n't shoot the messenger -rrb- .",bad
sst5_base_0571,looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .,terrible
sst5_base_0572,yet the act is still charming here .,good
sst5_base_0573,just too silly and sophomoric to ensnare its target audience .,bad
sst5_base_0574,an almost unbearably morbid love story .,terrible
sst5_base_0575,"replacing john carpenter 's stylish tracking shots is degraded , handheld blair witch video-cam footage .",bad
sst5_base_0576,it is n't scary .,bad
sst5_base_0577,this angst-ridden territory was covered earlier and much better in ordinary people .,bad
sst5_base_0578,a tedious parable about honesty and good sportsmanship .,okay
sst5_base_0579,has all the scenic appeal of a cesspool .,terrible
sst5_base_0580,the level of acting elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with washington the actor .,good
sst5_base_0581,"this amiable picture talks tough , but it 's all bluster -- in the end it 's as sweet as greenfingers ...",good
sst5_base_0582,animated drivel meant to enhance the self-image of drooling idiots .,bad
sst5_base_0583,into scrooge .,okay
sst5_base_0584,"lazy , miserable and smug .",terrible
sst5_base_0585,"fast , frantic and fun , but also soon forgotten",okay
sst5_base_0586,"i 'm sure the filmmaker would disagree , but , honestly , i do n't see the point .",bad
sst5_base_0587,"an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",great
sst5_base_0588,"though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .",okay
sst5_base_0589,little more than a super-sized infomercial for the cable-sports channel and its summer x games .,okay
sst5_base_0590,"mike white 's deft combination of serious subject matter and dark , funny humor make `` the good girl '' a film worth watching .",great
sst5_base_0591,the obligatory break-ups and hook-ups do n't seem to have much emotional impact on the characters .,okay
sst5_base_0592,it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo .,good
sst5_base_0593,"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .",good
sst5_base_0594,jones has delivered a solidly entertaining and moving family drama .,great
sst5_base_0595,leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion .,bad
sst5_base_0596,"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable .",bad
sst5_base_0597,"it ends up being neither , and fails at both endeavors .",terrible
sst5_base_0598,"it would be disingenuous to call reno a great film , but you can say that about most of the flicks moving in and out of the multiplex .",okay
sst5_base_0599,you can sip your vintage wines and watch your merchant ivory productions ; i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .,great
sst5_base_0600,the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d .,great
sst5_base_0601,steven spielberg brings us another masterpiece,great
sst5_base_0602,"boasting some of the most poorly staged and lit action in memory , impostor is as close as you can get to an imitation movie .",bad
sst5_base_0603,"if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick .",good
sst5_base_0604,"at three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",bad
sst5_base_0605,"this big screen caper has a good bark , far from being a bow-wow .",okay
sst5_base_0606,"this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",great
sst5_base_0607,"offers no new insight on the matter , nor do its characters exactly spring to life .",terrible
sst5_base_0608,"like its parade of predecessors , this halloween is a gory slash-fest .",good
sst5_base_0609,"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .",good
